index,userId,genre,rating_mean,total_ratings,last_time
102,7,Animation,3.392857142857143,14,2006-08-31 23:16:30
103,7,Children,3.2,15,2006-08-31 23:16:30
104,7,Comedy,3.163265306122449,49,2007-04-10 05:08:51
105,7,Crime,3.3076923076923075,26,2007-03-19 00:22:20
106,7,Drama,3.1315789473684212,57,2007-03-19 00:22:20
107,7,Fantasy,3.0652173913043477,23,2006-10-25 01:04:39
108,7,Film-Noir,3.25,2,2005-10-05 04:27:59
109,7,Horror,4.0,5,2005-01-25 06:54:58
110,7,IMAX,2.4545454545454546,11,2006-09-11 04:42:12
111,7,Musical,3.6666666666666665,9,2007-03-04 23:37:49
112,7,Mystery,3.1785714285714284,14,2006-10-25 01:05:06
113,7,Romance,2.65,30,2007-04-10 05:08:51
114,7,Sci-Fi,3.1547619047619047,42,2007-03-19 00:22:55
115,7,Thriller,3.4302325581395348,43,2007-03-19 00:22:55
116,7,War,3.2916666666666665,12,2006-10-29 23:11:28
117,7,Western,1.5,1,2005-01-26 04:17:56
118,8,Action,3.3333333333333335,12,1996-08-08 00:22:47
119,8,Adventure,3.5454545454545454,11,1996-08-08 00:23:26
120,8,Animation,5.0,1,1996-08-08 00:19:06
121,8,Children,4.25,4,1996-08-08 00:23:26
122,8,Comedy,3.2083333333333335,24,1996-08-08 00:27:56
123,8,Crime,3.888888888888889,9,1996-08-08 00:20:44
124,8,Drama,3.789473684210526,19,1996-08-08 00:27:56
125,8,Fantasy,3.25,4,1996-08-08 00:23:26
126,8,Horror,4.5,2,1996-08-08 00:18:29
127,8,IMAX,4.5,2,1996-08-08 00:19:06
128,8,Musical,5.0,1,1996-08-08 00:19:06
129,8,Mystery,4.0,3,1996-08-08 00:20:44
130,8,Romance,3.5,14,1996-08-08 00:24:16
131,8,Sci-Fi,3.25,4,1996-08-08 00:20:24
132,8,Thriller,3.75,16,1996-08-08 00:21:42
133,8,War,3.6666666666666665,3,1996-08-08 00:22:08
134,8,Western,3.0,2,1996-08-08 00:21:42
135,9,Action,3.125,8,2003-02-07 22:34:29
136,9,Adventure,3.8,10,2003-02-07 22:35:18
137,9,Animation,4.0,1,2003-02-07 22:26:51
138,9,Children,4.0,1,2003-02-07 22:26:51
139,9,Comedy,3.6666666666666665,15,2003-02-07 22:33:57
140,9,Crime,3.142857142857143,7,2003-02-07 22:32:24
141,9,Drama,3.4285714285714284,21,2003-02-07 22:35:38
142,9,Fantasy,5.0,2,2003-02-07 22:30:51
143,9,Film-Noir,4.0,1,2003-02-07 22:30:26
144,9,Horror,1.8,5,2003-02-07 22:35:18
145,9,IMAX,3.0,1,2003-02-07 22:26:51
146,9,Musical,3.0,1,2003-02-07 22:33:41
147,9,Mystery,4.0,3,2003-02-07 22:30:26
148,9,Romance,3.1666666666666665,6,2003-02-07 22:35:18
149,9,Sci-Fi,3.0,8,2003-02-07 22:33:57
150,9,Thriller,2.5454545454545454,11,2003-02-07 22:35:38
151,9,War,3.5,2,2003-02-07 22:33:05
152,9,Western,4.0,1,2003-02-07 22:33:57
153,10,Action,3.5,26,2016-02-13 21:16:17
154,10,Adventure,3.5806451612903225,31,2016-02-13 21:36:16
155,10,Animation,3.8666666666666667,15,2016-02-13 21:36:16
156,10,Children,3.607142857142857,14,2016-02-13 21:35:13
157,10,Comedy,3.2658227848101267,79,2016-02-13 22:21:25
158,10,Crime,3.1153846153846154,13,2016-02-13 21:14:49
159,10,Drama,3.1527777777777777,72,2016-02-16 10:41:15
160,10,Fantasy,3.4411764705882355,17,2016-02-13 21:35:13
161,10,Horror,1.75,2,2016-02-13 09:49:47
162,10,IMAX,3.361111111111111,18,2016-02-13 21:35:13
163,10,Musical,3.3333333333333335,9,2016-02-16 10:41:15
164,10,Mystery,2.1666666666666665,3,2016-02-13 21:33:20
165,10,Romance,3.3333333333333335,78,2016-02-16 10:41:15
166,10,Sci-Fi,2.0,5,2016-02-13 21:15:27
167,10,Thriller,3.076923076923077,13,2016-02-13 09:49:48
168,10,War,3.75,4,2016-02-13 21:14:56
169,11,Action,3.5434782608695654,46,1998-08-03 14:33:25
170,11,Adventure,3.5555555555555554,18,1998-08-30 20:56:07
171,11,Comedy,3.4166666666666665,12,1998-08-30 20:56:07
172,11,Crime,3.6923076923076925,13,1998-08-30 20:53:48
173,11,Drama,4.166666666666667,24,1998-08-03 14:38:56
174,11,Fantasy,2.0,1,1998-08-03 14:29:53
175,11,Horror,5.0,1,1998-08-03 14:38:22
176,11,IMAX,5.0,1,1998-08-03 14:24:26
177,11,Mystery,4.333333333333333,3,1998-08-03 14:38:22
178,11,Romance,4.230769230769231,13,1998-08-30 20:53:48
179,11,Sci-Fi,3.5,10,1998-08-03 14:38:56
180,11,Thriller,3.65625,32,1998-08-03 14:38:22
181,11,War,4.333333333333333,6,1998-08-03 14:33:25
182,11,Western,4.0,2,1998-08-30 20:56:07
183,12,Action,4.0,2,2009-07-10 22:20:11
184,12,Adventure,3.0,2,2009-07-10 22:04:55
185,12,Animation,3.0,1,2009-07-10 22:03:15
186,12,Comedy,4.305555555555555,18,2009-07-10 22:21:11
187,12,Crime,3.0,1,2009-07-10 22:03:15
188,12,Drama,4.5625,16,2009-07-10 22:21:03
189,12,Fantasy,4.25,4,2009-07-10 22:20:57
190,12,Romance,4.571428571428571,21,2009-07-10 22:21:11
191,12,Sci-Fi,4.5,3,2009-07-10 22:03:48
192,12,Thriller,4.0,3,2009-07-10 22:20:57
193,12,War,4.5,1,2009-07-10 22:15:14
194,13,Action,4.2,10,2001-04-21 23:32:32
195,13,Adventure,4.166666666666667,6,2001-04-21 23:32:32
196,13,Comedy,3.272727272727273,11,2001-04-21 23:32:32
197,13,Crime,3.6666666666666665,3,2001-04-21 23:32:32
198,13,Drama,3.5,16,2001-04-21 23:36:23
199,13,Fantasy,3.0,1,2001-04-16 21:33:38
200,13,Horror,4.0,5,2001-04-21 23:36:23
201,13,Mystery,4.5,2,2001-04-21 23:30:19
202,13,Romance,3.6666666666666665,6,2001-04-21 23:31:42
203,13,Sci-Fi,4.2,5,2001-04-21 23:32:32
204,13,Thriller,3.8181818181818183,11,2001-04-21 23:36:23
205,13,War,3.5,2,2001-04-21 23:31:42
206,13,Western,4.0,1,2001-04-21 23:31:42
207,14,Action,3.3333333333333335,12,1996-06-22 11:07:00
208,14,Adventure,3.4444444444444446,9,1996-06-22 11:10:12
209,14,Children,3.0,2,1996-06-22 11:10:12
210,14,Comedy,2.7058823529411766,17,1996-06-22 11:20:47
211,14,Crime,2.7142857142857144,7,1996-06-22 11:00:10
212,14,Drama,3.7083333333333335,24,1996-06-22 11:16:41
213,14,Fantasy,1.0,1,1996-06-22 11:00:10
214,14,Horror,4.0,1,1996-06-22 10:58:06
215,14,IMAX,4.0,1,1996-06-22 10:56:17
216,14,Musical,4.0,1,1996-06-22 11:06:18
217,14,Mystery,4.5,2,1996-06-22 10:59:28
218,14,Romance,3.5714285714285716,14,1996-06-22 11:13:09
219,14,Sci-Fi,3.5,2,1996-06-22 11:01:02
220,14,Thriller,3.4615384615384617,13,1996-06-22 11:20:47
221,14,War,4.25,4,1996-06-22 11:02:51
222,14,Western,4.25,4,1996-06-22 11:08:49
223,15,Action,3.2033898305084745,59,2017-11-13 13:02:38
224,15,Adventure,3.3421052631578947,57,2017-11-13 13:02:38
225,15,Animation,2.9545454545454546,22,2017-11-13 13:02:38
226,15,Children,2.6904761904761907,21,2017-11-13 13:02:38
227,15,Comedy,3.357142857142857,28,2017-11-13 13:02:38
228,15,Crime,3.5789473684210527,19,2017-11-13 11:33:35
229,15,Drama,3.740740740740741,54,2017-11-13 12:59:42
230,15,Fantasy,2.90625,16,2017-11-13 13:01:43
231,15,Horror,3.8181818181818183,11,2017-11-13 11:40:34
232,15,IMAX,3.3055555555555554,18,2017-11-13 13:01:43
233,15,Musical,2.7,5,2017-11-13 13:01:28
234,15,Mystery,3.4166666666666665,12,2017-11-13 11:33:53
235,15,Romance,3.8846153846153846,13,2017-11-13 13:01:23
236,15,Sci-Fi,3.5847457627118646,59,2017-11-13 13:00:34
237,15,Thriller,3.4318181818181817,44,2017-11-13 11:43:18
238,15,War,4.1,5,2017-11-13 11:19:44
239,15,Western,2.5,2,2017-11-13 11:21:54
240,16,Action,3.52,25,2013-08-26 00:45:40
241,16,Adventure,3.775,20,2013-08-26 00:45:40
242,16,Animation,3.9583333333333335,12,2013-08-26 00:44:15
243,16,Children,4.0,8,2013-08-26 00:44:15
244,16,Comedy,3.74,25,2013-08-26 00:45:51
245,16,Crime,3.75,24,2013-08-26 00:45:40
246,16,Documentary,4.0,1,2013-08-26 00:35:15
247,16,Drama,3.7291666666666665,48,2013-08-26 00:45:57
248,16,Fantasy,3.9375,16,2013-08-26 00:45:11
249,16,Film-Noir,4.0,5,2013-08-26 00:45:08
250,16,Horror,3.5,5,2013-08-26 00:43:59
251,16,IMAX,4.125,4,2013-08-26 00:45:40
252,16,Mystery,3.769230769230769,13,2013-08-26 00:45:36
253,16,Romance,3.6538461538461537,13,2013-08-26 00:45:54
254,16,Sci-Fi,3.6875,16,2013-08-26 00:45:36
255,16,Thriller,3.793103448275862,29,2013-08-26 00:45:36
256,16,War,3.6818181818181817,11,2013-08-26 00:45:57
257,16,Western,3.0,1,2013-08-26 00:36:50
258,17,Action,4.230769230769231,39,2011-11-30 05:01:07
259,17,Adventure,4.285714285714286,35,2011-11-30 05:01:07
260,17,Animation,4.4,10,2012-01-19 03:20:00
261,17,Children,4.214285714285714,7,2012-01-19 03:20:00
262,17,Comedy,4.157894736842105,19,2011-11-30 05:00:45
263,17,Crime,4.25,32,2012-01-19 03:20:08
264,17,Documentary,3.5,1,2011-06-05 08:27:29
265,17,Drama,4.186274509803922,51,2012-01-19 03:20:48
266,17,Fantasy,4.323529411764706,17,2012-01-19 03:20:00
267,17,Film-Noir,3.75,2,2011-06-05 08:24:51
268,17,Horror,4.166666666666667,3,2011-11-30 04:53:58
269,17,IMAX,4.166666666666667,6,2011-11-30 05:01:07
270,17,Musical,4.0,3,2011-05-18 05:25:25
271,17,Mystery,4.05,10,2011-11-30 04:59:49
272,17,Romance,3.9285714285714284,7,2011-11-30 04:59:38
273,17,Sci-Fi,4.4,20,2011-11-30 05:01:07
274,17,Thriller,4.277777777777778,27,2012-01-19 03:20:08
275,17,War,4.444444444444445,9,2011-11-30 04:58:00
276,17,Western,4.25,6,2011-06-05 08:25:00
277,18,Action,3.588516746411483,209,2017-12-15 22:52:35
278,18,Adventure,3.6338028169014085,142,2017-12-12 20:31:55
279,18,Animation,3.7580645161290325,31,2016-09-04 15:54:25
280,18,Children,3.5428571428571427,35,2016-07-31 19:56:08
281,18,Comedy,3.5067567567567566,148,2018-08-20 17:34:08
282,18,Crime,3.9347826086956523,138,2018-08-11 17:09:46
283,18,Documentary,3.9444444444444446,9,2018-05-12 21:18:13
284,18,Drama,3.8944954128440368,218,2018-08-20 17:34:08
285,18,Fantasy,3.644230769230769,52,2017-11-17 23:12:38
286,18,Film-Noir,3.875,8,2018-02-01 22:57:29
287,18,Horror,3.3,15,2016-11-08 19:12:15
288,18,IMAX,3.675675675675676,37,2016-11-05 21:31:06
289,18,Musical,3.7083333333333335,12,2016-06-26 19:09:13
290,18,Mystery,4.026785714285714,56,2018-02-01 22:57:29
291,18,Romance,3.6818181818181817,44,2017-08-16 16:40:39
292,18,Sci-Fi,3.640909090909091,110,2018-02-01 18:02:04
293,18,Thriller,3.7928994082840237,169,2018-08-11 20:54:56
294,18,War,3.9375,16,2016-09-27 18:31:15
295,18,Western,4.181818181818182,11,2017-01-22 15:53:57
296,19,Action,2.7266666666666666,150,2000-08-08 05:21:08
297,19,Adventure,2.8152866242038215,157,2000-08-08 05:26:17
298,19,Animation,2.9375,48,2000-08-08 04:33:24
299,19,Children,2.696078431372549,102,2000-08-08 04:48:12
300,19,Comedy,2.64021164021164,378,2000-08-08 05:34:42
301,19,Crime,2.9027777777777777,72,2000-08-08 05:26:50
302,19,Drama,2.609271523178808,151,2000-08-08 05:27:41
303,19,Fantasy,2.8333333333333335,96,2000-08-08 05:20:18
304,19,Film-Noir,3.3333333333333335,9,2000-08-08 05:24:23
305,19,Horror,2.267857142857143,112,2000-08-08 05:20:48
306,19,IMAX,3.0,1,2000-08-08 04:31:42
307,19,Musical,2.8378378378378377,37,2000-08-08 04:40:22
308,19,Mystery,2.9655172413793105,58,2000-08-08 05:34:42
309,19,Romance,2.6791044776119404,134,2000-08-08 05:21:08
310,19,Sci-Fi,2.559055118110236,127,2000-08-08 05:26:17
311,19,Thriller,2.5467980295566504,203,2000-08-08 05:34:42
312,19,War,3.0,9,2000-08-08 05:01:54
313,19,Western,2.5454545454545454,11,2000-08-08 04:14:19
314,20,Action,2.75531914893617,47,2003-05-28 18:41:57
315,20,Adventure,3.441860465116279,86,2003-05-28 18:45:19
316,20,Animation,4.184615384615385,65,2003-05-28 18:45:15
317,20,Children,3.90990990990991,111,2003-05-28 18:45:19
318,20,Comedy,3.6714285714285713,105,2003-05-28 18:45:05
319,20,Crime,3.24,25,2003-05-28 18:41:39
320,20,Documentary,3.75,2,2003-05-27 12:15:20
321,20,Drama,3.8098591549295775,71,2003-05-28 18:45:12
322,20,Fantasy,3.8645833333333335,48,2003-05-28 18:45:15
323,20,Film-Noir,1.5,1,2003-05-27 12:09:27
324,20,Horror,3.125,12,2003-05-28 18:44:39
325,20,IMAX,4.6,5,2003-05-28 18:40:27
326,20,Musical,4.472727272727273,55,2003-05-28 18:45:19
327,20,Mystery,3.21875,16,2003-05-27 12:28:05
328,20,Romance,3.9875,40,2003-05-28 18:45:15
329,20,Sci-Fi,3.227272727272727,22,2003-05-28 18:44:39
330,20,Thriller,2.72972972972973,37,2003-05-28 18:41:57
331,20,War,3.5,4,2003-05-28 18:43:31
332,20,Western,1.5,2,2003-05-27 12:07:11
333,21,(no genres listed),4.0,1,2016-01-06 03:49:23
334,21,Action,3.4557522123893807,226,2017-07-22 05:38:51
335,21,Adventure,3.6638418079096047,177,2017-07-22 05:39:55
336,21,Animation,3.2413793103448274,58,2017-07-22 05:37:06
337,21,Children,3.2049180327868854,61,2017-07-22 05:39:55
338,21,Comedy,3.201492537313433,201,2017-07-22 05:42:12
339,21,Crime,3.1780821917808217,73,2017-07-22 05:39:49
340,21,Drama,2.952127659574468,94,2017-07-22 05:42:12
341,21,Fantasy,3.0873015873015874,63,2017-07-22 05:39:55
342,21,Film-Noir,3.5,2,2016-07-10 01:18:12
343,21,Horror,1.7666666666666666,15,2017-07-22 05:38:32
344,21,IMAX,3.5964912280701755,57,2017-07-22 05:39:55
345,21,Musical,2.8,15,2017-07-22 05:41:59
346,21,Mystery,3.361111111111111,18,2016-07-10 01:18:12
347,21,Romance,3.2384615384615385,65,2017-07-22 05:42:12
348,21,Sci-Fi,3.44811320754717,106,2017-07-22 05:39:11
349,21,Thriller,3.5450819672131146,122,2017-07-22 05:39:03
350,21,War,3.625,8,2016-07-10 01:18:18
351,21,Western,4.0,4,2015-09-09 19:29:35
352,22,Action,2.783333333333333,30,2010-03-16 08:17:13
353,22,Adventure,2.3461538461538463,26,2010-03-16 08:17:34
354,22,Animation,2.7083333333333335,12,2010-03-16 08:17:34
355,22,Children,2.75,12,2010-03-16 08:17:34
356,22,Comedy,2.4871794871794872,39,2010-03-16 08:17:54
357,22,Crime,2.533333333333333,30,2010-03-16 08:17:30
358,22,Documentary,2.0,5,2010-03-16 08:11:53
359,22,Drama,2.6095890410958904,73,2010-03-16 08:17:30
360,22,Fantasy,1.875,16,2010-03-16 08:17:34
361,22,Film-Noir,4.5,1,2010-03-16 08:09:27
362,22,Horror,2.5,6,2010-03-16 08:13:00
363,22,IMAX,1.75,6,2010-03-16 08:16:54
364,22,Musical,4.5,1,2010-03-11 18:03:27
365,22,Mystery,2.4583333333333335,12,2010-03-16 08:16:21
366,22,Romance,2.2045454545454546,22,2010-03-16 08:17:34
367,22,Sci-Fi,2.1,15,2010-03-16 08:16:54
368,22,Thriller,2.783333333333333,30,2010-03-16 08:16:54
369,22,War,2.3333333333333335,6,2010-03-16 08:16:49
370,22,Western,4.0,1,2010-03-16 08:04:00
371,23,Action,3.537037037037037,27,2005-02-02 11:04:27
372,23,Adventure,3.388888888888889,18,2005-02-02 10:58:40
373,23,Animation,3.8,10,2005-02-02 10:53:06
374,23,Children,3.5,3,2005-01-31 09:39:31
375,23,Comedy,3.4166666666666665,24,2005-02-02 11:02:46
376,23,Crime,3.6538461538461537,39,2005-02-18 05:05:48
377,23,Documentary,3.25,2,2005-02-02 10:57:42
378,23,Drama,3.642857142857143,77,2005-02-02 11:03:30
379,23,Fantasy,3.8214285714285716,14,2005-02-02 10:58:40
380,23,Film-Noir,3.9545454545454546,11,2005-02-18 05:05:48
381,23,Horror,4.0,3,2005-02-02 10:56:28
382,23,IMAX,3.0,1,2005-01-31 09:13:37
383,23,Mystery,4.068181818181818,22,2005-02-02 11:02:19
384,23,Romance,3.3333333333333335,12,2005-02-02 10:57:35
385,23,Sci-Fi,3.911764705882353,17,2005-02-02 10:56:28
386,23,Thriller,3.723684210526316,38,2005-02-02 11:04:27
387,23,War,3.75,6,2005-02-02 10:54:44
388,23,Western,3.5,3,2005-02-02 10:55:26
389,24,Action,3.642857142857143,56,2016-03-25 21:40:32
390,24,Adventure,3.6515151515151514,33,2016-03-25 22:15:30
391,24,Animation,4.25,2,2016-03-25 21:39:29
392,24,Children,4.25,2,2016-03-25 21:39:29
393,24,Comedy,3.59,50,2016-03-26 07:12:32
394,24,Crime,3.9130434782608696,23,2016-03-25 21:40:40
395,24,Drama,3.6875,40,2016-03-25 22:15:46
396,24,Fantasy,3.7333333333333334,15,2016-03-25 22:15:30
397,24,Horror,3.625,4,2016-03-25 21:39:43
398,24,IMAX,3.85,10,2016-03-25 21:39:27
399,24,Musical,3.5,1,2016-03-25 21:35:42
400,24,Mystery,3.769230769230769,13,2016-03-25 22:12:05
401,24,Romance,3.5454545454545454,33,2016-03-26 07:12:32
402,24,Sci-Fi,3.64,25,2016-03-25 22:12:16
403,24,Thriller,3.6470588235294117,34,2016-03-25 21:40:40
404,24,War,3.7142857142857144,7,2016-03-25 21:38:44
405,25,Action,4.833333333333333,15,2018-08-28 15:35:34
406,25,Adventure,4.75,14,2018-08-28 15:35:23
407,25,Animation,4.666666666666667,3,2018-08-28 15:35:23
408,25,Children,4.666666666666667,3,2018-08-28 15:35:23
409,25,Comedy,4.5,2,2018-08-28 15:35:34
410,25,Crime,5.0,4,2018-08-28 15:35:32
411,25,Drama,4.958333333333333,12,2018-08-28 15:35:32
412,25,Fantasy,5.0,3,2018-08-28 15:33:41
413,25,IMAX,5.0,3,2018-08-28 15:35:24
414,25,Mystery,4.75,2,2018-08-28 15:35:29
415,25,Romance,5.0,1,2018-08-28 15:35:23
416,25,Sci-Fi,4.722222222222222,9,2018-08-28 15:35:34
417,25,Thriller,4.875,4,2018-08-28 15:35:29
418,25,War,5.0,4,2018-08-28 15:35:15
419,26,Action,3.0,10,1996-07-09 22:13:51
420,26,Adventure,2.6666666666666665,6,1996-07-09 22:13:23
421,26,Children,3.0,1,1996-07-09 22:14:43
422,26,Comedy,3.2,5,1996-07-09 22:14:43
423,26,Crime,3.5,8,1996-07-09 22:13:51
424,26,Drama,3.25,8,1996-07-09 22:14:43
425,26,Horror,4.0,1,1996-07-09 22:12:59
426,26,IMAX,3.0,1,1996-07-09 22:10:45
427,26,Mystery,4.0,1,1996-07-09 22:13:51
428,26,Romance,3.0,2,1996-07-09 22:14:43
429,26,Sci-Fi,2.0,1,1996-07-09 22:13:23
430,26,Thriller,3.4285714285714284,14,1996-07-09 22:14:43
431,26,War,3.0,1,1996-07-09 22:14:43
432,27,Action,3.642857142857143,42,2000-08-01 17:37:08
433,27,Adventure,3.6440677966101696,59,2000-08-01 17:37:08
434,27,Animation,3.3636363636363638,22,2000-08-01 17:09:16
435,27,Children,3.2448979591836733,49,2000-08-01 17:13:12
436,27,Comedy,3.4,50,2000-08-01 17:33:10
437,27,Crime,3.5714285714285716,7,2000-08-01 17:16:53
438,27,Drama,3.8,45,2000-08-01 17:19:28
439,27,Fantasy,3.3636363636363638,22,2000-08-01 17:17:10
440,27,Film-Noir,4.0,1,2000-08-01 17:30:31
441,27,Horror,1.5,2,2000-07-04 04:54:07
442,27,IMAX,4.0,2,2000-07-04 04:35:51
443,27,Musical,3.923076923076923,13,2000-08-01 17:09:16
444,27,Mystery,4.333333333333333,3,2000-08-01 17:30:31
445,27,Romance,4.130434782608695,23,2000-08-01 17:17:36
446,27,Sci-Fi,3.375,32,2000-08-01 17:37:08
447,27,Thriller,3.4285714285714284,14,2000-08-01 17:21:44
448,27,War,3.6,15,2000-08-01 17:12:12
449,27,Western,3.9,10,2000-08-01 17:15:15
450,28,Action,3.063775510204082,196,2010-06-20 02:52:11
451,28,Adventure,3.1596638655462184,119,2010-06-20 02:51:29
452,28,Animation,3.4,5,2010-06-20 02:51:24
453,28,Children,3.125,4,2009-06-01 06:25:02
454,28,Comedy,2.828125,96,2010-06-20 02:51:20
455,28,Crime,2.97,150,2010-06-20 02:48:46
456,28,Documentary,3.25,2,2009-03-02 06:36:25
457,28,Drama,2.9985994397759104,357,2010-06-20 03:00:28
458,28,Fantasy,3.1,30,2010-06-20 02:52:11
459,28,Film-Noir,3.0,6,2010-06-20 02:44:23
460,28,Horror,2.7777777777777777,27,2010-06-20 02:51:07
461,28,IMAX,3.769230769230769,13,2010-06-20 02:45:23
462,28,Musical,3.5,5,2009-06-01 06:21:54
463,28,Mystery,2.9285714285714284,56,2010-06-20 02:45:32
464,28,Romance,2.8902439024390243,41,2010-06-20 02:51:04
