userId,movieId,rating,date
1,1278,5.0,2000-07-30 18:56:54
1,1282,5.0,2000-07-30 18:45:03
1,1291,5.0,2000-07-30 18:31:49
1,1377,3.0,2000-07-30 18:44:13
1,1500,4.0,2000-07-30 18:16:25
1,1517,5.0,2000-07-30 18:18:27
1,1552,4.0,2000-07-30 18:43:40
1,1573,5.0,2000-07-30 18:38:10
1,1580,3.0,2000-07-30 18:18:45
1,1617,5.0,2000-07-30 18:49:11
1,1625,5.0,2000-07-30 18:58:24
1,1676,3.0,2000-07-30 18:43:40
1,1732,5.0,2000-07-30 18:18:45
1,1777,4.0,2000-07-30 18:20:30
1,1954,5.0,2000-07-30 18:36:16
1,2000,4.0,2000-07-30 18:36:51
1,2005,5.0,2000-07-30 18:28:30
1,2012,4.0,2000-07-30 19:09:36
1,2028,4.0,2000-07-30 18:31:28
1,2054,4.0,2000-07-30 18:29:07
1,2078,5.0,2000-07-30 18:47:18
1,2105,4.0,2000-07-30 18:28:45
1,2115,5.0,2000-07-30 18:42:09
1,2174,4.0,2000-07-30 18:28:00
1,2268,4.0,2000-07-30 18:49:49
1,2291,5.0,2000-07-30 19:01:04
1,2329,5.0,2000-07-30 18:54:23
1,2353,5.0,2000-07-30 19:04:21
1,2395,5.0,2000-07-30 18:18:13
1,2406,4.0,2000-07-30 18:38:30
1,2470,5.0,2000-07-30 18:43:08
1,2502,5.0,2000-07-30 18:21:18
1,2529,5.0,2000-07-30 18:37:22
1,2542,5.0,2000-07-30 18:21:05
1,2571,5.0,2000-07-30 18:31:28
1,2617,2.0,2000-07-30 18:43:08
1,2628,4.0,2000-07-30 18:08:43
1,2640,4.0,2000-07-30 18:39:37
1,2657,3.0,2000-07-30 18:57:06
1,2692,5.0,2000-07-30 18:30:55
1,2700,5.0,2000-07-30 18:16:25
1,2716,5.0,2000-07-30 18:56:54
1,2797,4.0,2000-07-30 18:28:30
1,2858,5.0,2000-07-30 18:14:28
1,2916,4.0,2000-07-30 18:38:10
1,2947,5.0,2000-07-30 18:36:16
1,2959,5.0,2000-07-30 18:54:42
1,2985,4.0,2000-07-30 18:50:34
1,2987,5.0,2000-07-30 18:41:35
1,2997,4.0,2000-07-30 18:14:56
1,3033,5.0,2000-07-30 19:02:42
1,3052,5.0,2000-07-30 18:20:08
1,3147,5.0,2000-07-30 19:04:33
1,3253,5.0,2000-07-30 18:18:27
1,3489,4.0,2000-07-30 18:29:35
1,3527,4.0,2000-07-30 18:37:51
1,3578,5.0,2000-07-30 18:11:08
1,3671,5.0,2000-07-30 18:26:29
1,3793,5.0,2000-07-30 18:30:55
2,318,3.0,2015-10-24 19:27:15
2,333,4.0,2015-10-24 19:30:29
2,1704,4.5,2015-10-24 19:33:48
2,3578,4.0,2015-10-24 19:28:05
2,6874,4.0,2015-10-24 19:29:12
2,48516,4.0,2015-10-24 19:31:04
2,58559,4.5,2015-10-24 19:32:21
2,68157,4.5,2015-10-24 19:32:34
2,71535,3.0,2015-10-24 19:29:34
2,74458,4.0,2015-10-24 19:28:46
2,79132,4.0,2015-10-24 19:27:21
2,91529,3.5,2015-10-24 19:28:11
2,99114,3.5,2015-10-24 19:27:54
2,106782,5.0,2015-10-24 19:29:26
2,109487,3.0,2015-10-24 19:32:25
3,527,0.5,2011-05-27 02:44:35
3,1302,0.5,2011-05-27 02:43:09
3,2080,0.5,2011-05-27 02:32:52
3,2105,2.0,2011-05-27 02:32:39
3,2424,0.5,2011-05-27 02:44:53
3,3949,0.5,2011-05-27 02:44:05
4,21,3.0,2001-04-10 20:39:59
4,32,2.0,1999-12-14 12:10:47
4,47,2.0,1999-12-14 12:10:25
4,235,2.0,1999-12-14 12:11:53
4,260,5.0,1999-12-13 10:00:59
4,296,1.0,1999-12-14 12:09:10
4,357,3.0,2000-07-26 14:55:06
4,368,4.0,1999-12-13 09:51:30
4,457,5.0,1999-12-13 10:00:59
4,509,1.0,1999-12-13 09:58:26
4,539,1.0,2000-07-25 15:27:12
4,553,2.0,1999-12-13 10:01:41
4,588,4.0,1999-12-13 10:07:50
4,593,5.0,2000-07-25 15:46:26
4,595,3.0,2001-04-09 20:36:49
4,608,5.0,2000-07-25 15:46:48
4,648,3.0,1999-12-13 10:11:46
4,708,4.0,2001-04-10 20:40:30
4,904,4.0,1999-12-13 10:10:37
4,908,5.0,1999-12-14 12:18:22
4,910,5.0,1999-12-14 12:19:49
4,912,5.0,1999-12-14 12:18:22
4,919,5.0,1999-12-13 10:05:21
4,1073,4.0,1999-12-13 10:04:43
4,1079,2.0,1999-12-13 09:55:46
4,1080,5.0,2001-04-10 20:31:36
4,1136,5.0,2001-04-10 20:30:25
4,1196,5.0,2000-07-25 15:26:03
4,1197,5.0,2000-07-25 15:26:03
4,1198,3.0,2000-07-25 15:25:28
4,1199,2.0,1999-12-13 09:56:07
4,1203,5.0,1999-12-14 12:20:25
4,1213,4.0,1999-12-13 10:08:49
4,1219,4.0,2000-07-25 15:46:01
4,1225,4.0,2000-07-25 15:35:26
4,1259,4.0,2000-07-25 15:25:28
4,1265,4.0,2000-07-26 14:44:44
4,1282,5.0,1999-12-13 10:07:33
4,1288,4.0,1999-12-13 10:07:33
4,1291,4.0,2000-07-25 15:26:03
4,1304,3.0,1999-12-13 09:47:47
4,1391,1.0,1999-12-14 12:16:06
4,1466,4.0,1999-12-14 12:11:32
4,1500,4.0,2000-07-26 14:47:10
4,1517,4.0,1999-12-13 10:09:50
4,1580,3.0,2001-04-10 20:40:44
4,1617,2.0,1999-12-13 10:10:37
4,1641,4.0,2000-07-26 14:45:58
4,1704,1.0,1999-12-19 18:43:35
4,1732,4.0,1999-12-13 10:11:29
4,1923,3.0,2001-04-10 20:34:30
4,1968,4.0,2001-04-10 20:33:06
4,2078,5.0,1999-12-13 10:05:21
4,2174,5.0,2000-07-25 15:44:15
4,2324,1.0,2000-07-26 14:43:10
4,2395,3.0,2000-07-26 14:55:06
4,2406,4.0,2001-04-10 20:41:42
4,2571,1.0,1999-12-14 12:09:45
4,2599,5.0,2000-07-26 14:44:44
4,2628,1.0,2001-04-09 20:41:34
4,2683,4.0,1999-12-13 10:09:50
4,2692,5.0,1999-12-13 09:56:53
4,2712,2.0,1999-12-13 09:49:02
4,2762,4.0,2000-07-25 15:46:26
4,2791,5.0,2000-07-25 15:40:28
4,2858,5.0,2000-07-25 15:32:20
4,2959,2.0,1999-12-13 09:48:48
4,2997,4.0,2001-04-09 20:36:50
4,3033,4.0,2001-04-10 20:56:40
4,3160,4.0,2000-07-25 15:32:01
4,3175,1.0,2000-07-25 15:28:50
4,3408,4.0,2001-04-09 20:47:18
4,3481,2.0,2000-07-25 15:17:23
4,3489,1.0,2001-04-09 20:41:48
4,3897,4.0,2001-04-10 20:27:45
4,3911,3.0,2001-04-09 20:45:49
4,3996,4.0,2001-04-09 20:45:30
4,4027,3.0,2001-04-09 20:46:41
4,4034,5.0,2001-04-09 20:39:13
4,4226,2.0,2001-12-05 16:23:44
4,4239,5.0,2001-04-09 20:38:05
4,4246,4.0,2001-12-05 17:49:02
4,4308,1.0,2001-12-05 16:24:25
4,4896,4.0,2001-12-05 17:48:52
5,1,4.0,1996-11-08 06:36:02
5,21,4.0,1996-11-08 06:40:38
5,34,4.0,1996-11-08 06:34:41
5,36,4.0,1996-11-08 06:41:32
5,39,3.0,1996-11-08 06:36:01
5,50,4.0,1996-11-08 06:34:41
5,110,4.0,1996-11-08 06:34:40
5,150,3.0,1996-11-08 06:32:28
5,153,3.0,1996-11-08 06:33:22
5,253,3.0,1996-11-08 06:41:32
5,266,1.0,1996-11-08 06:41:51
5,296,5.0,1996-11-08 06:32:28
5,300,3.0,1996-11-08 06:42:17
5,316,2.0,1996-11-08 06:33:52
5,318,3.0,1996-11-08 06:34:40
5,344,3.0,1996-11-08 06:33:22
5,349,3.0,1996-11-08 06:33:52
5,357,2.0,1996-11-08 06:40:38
5,364,3.0,1996-11-08 06:34:42
5,367,4.0,1996-11-08 06:38:49
5,380,2.0,1996-11-08 06:32:28
5,410,3.0,1996-11-08 06:41:32
5,457,4.0,1996-11-08 06:33:21
5,474,4.0,1996-11-08 06:42:17
5,527,5.0,1996-11-08 06:36:00
5,588,4.0,1996-11-08 06:33:21
5,589,3.0,1996-11-08 06:40:58
5,590,5.0,1996-11-08 06:32:27
5,592,3.0,1996-11-08 06:32:27
5,594,5.0,1996-11-08 06:40:38
5,595,5.0,1996-11-08 06:33:52
5,596,5.0,1996-11-08 06:41:32
5,597,3.0,1996-11-08 06:36:02
5,608,3.0,1996-11-08 06:40:58
6,2,4.0,1996-10-17 11:58:42
6,3,5.0,1996-10-17 12:11:36
6,6,4.0,1996-10-17 12:02:37
6,7,4.0,1996-10-17 12:11:04
6,10,3.0,1996-10-17 11:54:13
6,11,4.0,1996-10-17 11:58:09
6,16,4.0,1996-10-17 12:03:39
6,17,4.0,1996-10-17 11:59:19
6,19,2.0,1996-10-17 11:56:22
6,21,2.0,1996-10-17 11:56:22
6,25,3.0,1996-10-17 12:01:35
6,32,4.0,1996-10-17 11:57:06
6,34,4.0,1996-10-17 11:55:54
6,36,5.0,1996-10-17 12:02:06
6,47,4.0,1996-10-17 11:55:17
6,50,1.0,1996-10-17 11:56:21
6,62,4.0,1996-10-17 12:01:00
6,95,4.0,1996-10-17 11:59:19
6,104,4.0,1996-10-17 12:12:29
6,110,5.0,1996-10-17 11:54:43
6,141,4.0,1996-10-17 11:59:46
6,145,4.0,1996-10-17 12:06:06
6,150,4.0,1996-10-17 11:51:50
6,153,3.0,1996-10-17 11:52:26
6,158,4.0,1996-10-17 12:01:00
6,160,5.0,1996-10-17 11:57:37
6,161,3.0,1996-10-17 11:54:13
6,163,3.0,1996-10-17 12:05:07
6,165,3.0,1996-10-17 11:52:26
6,168,5.0,1996-10-17 12:01:35
6,185,3.0,1996-10-17 11:54:43
6,208,3.0,1996-10-17 11:54:13
6,225,4.0,1996-10-17 11:56:21
6,231,3.0,1996-10-17 11:52:54
6,253,3.0,1996-10-17 11:54:43
6,266,3.0,1996-10-17 11:57:37
6,288,2.0,1996-10-17 11:54:43
6,292,4.0,1996-10-17 11:54:13
6,293,3.0,1996-10-17 12:01:00
6,296,2.0,1996-10-17 11:51:50
6,316,5.0,1996-10-17 11:52:54
6,317,4.0,1996-10-17 11:57:37
6,318,5.0,1996-10-17 11:53:20
6,329,4.0,1996-10-17 11:53:20
6,333,5.0,1996-10-17 12:02:37
6,337,5.0,1996-10-17 11:59:46
6,339,4.0,1996-10-17 11:54:13
6,344,3.0,1996-10-17 11:52:26
6,349,5.0,1996-10-17 11:52:26
6,350,5.0,1996-10-17 11:58:09
6,353,4.0,1996-10-17 12:02:06
6,356,5.0,1996-10-17 11:53:20
6,357,3.0,1996-10-17 11:57:37
6,364,5.0,1996-10-17 11:55:17
6,367,4.0,1996-10-17 11:55:17
6,368,5.0,1996-10-17 12:02:06
6,370,4.0,1996-10-17 12:03:14
6,377,5.0,1996-10-17 11:55:17
6,380,4.0,1996-10-17 11:51:50
6,410,3.0,1996-10-17 11:55:54
6,432,5.0,1996-10-17 11:58:09
6,434,4.0,1996-10-17 11:53:20
6,435,3.0,1996-10-17 11:58:09
6,440,4.0,1996-10-17 11:57:37
6,454,4.0,1996-10-17 11:54:43
6,457,5.0,1996-10-17 11:52:54
6,466,2.0,1996-10-17 12:04:04
6,474,4.0,1996-10-17 11:58:42
6,480,5.0,1996-10-17 11:53:20
6,485,3.0,1996-10-17 12:03:14
6,500,5.0,1996-10-17 11:55:54
6,508,4.0,1996-10-17 11:59:46
6,509,3.0,1996-10-17 11:58:42
6,520,3.0,1996-10-17 12:04:04
6,527,3.0,1996-10-17 11:57:06
6,539,3.0,1996-10-17 11:57:06
6,552,3.0,1996-10-17 12:04:35
6,553,5.0,1996-10-17 11:59:19
6,587,5.0,1996-10-17 11:56:21
6,588,5.0,1996-10-17 11:52:26
6,589,3.0,1996-10-17 11:55:17
6,590,5.0,1996-10-17 11:51:49
6,592,3.0,1996-10-17 11:51:49
6,593,4.0,1996-10-17 11:52:54
6,594,4.0,1996-10-17 12:03:39
6,595,5.0,1996-10-17 11:52:54
6,596,3.0,1996-10-17 12:09:01
6,597,4.0,1996-10-17 11:55:54
6,608,3.0,1996-10-17 12:04:04
6,708,4.0,1996-10-17 12:12:56
6,736,5.0,1996-10-17 12:00:19
6,780,5.0,1996-10-17 12:55:15
6,1073,3.0,1996-10-17 12:32:51
7,1,4.5,2005-01-25 06:52:26
7,50,4.5,2005-01-25 06:53:13
7,150,4.5,2005-01-25 06:52:05
7,165,4.0,2005-01-25 06:53:07
7,260,5.0,2005-01-25 06:52:13
7,356,5.0,2005-01-25 06:51:55
7,380,3.0,2005-01-25 06:52:17
7,466,5.0,2005-01-25 06:45:32
7,480,5.0,2005-01-25 06:51:57
7,587,2.0,2005-01-25 06:48:34
7,588,3.0,2005-01-25 06:52:51
7,589,2.5,2005-01-25 06:52:20
7,592,3.0,2005-01-25 06:52:02
7,593,5.0,2005-01-25 06:51:52
7,595,3.5,2005-01-26 04:10:36
7,648,4.0,2005-01-25 06:53:01
7,750,4.0,2005-01-25 07:06:50
7,780,4.5,2005-01-25 06:52:23
7,924,4.0,2005-01-26 04:10:15
7,1101,4.0,2005-01-25 06:45:02
7,1196,4.0,2005-01-25 06:53:16
7,1208,4.0,2005-01-25 06:44:22
7,1210,4.0,2005-01-25 06:52:45
7,1219,5.0,2005-01-25 06:44:56
7,1220,4.5,2005-01-25 06:44:24
7,1240,5.0,2005-01-26 04:09:35
7,1246,1.5,2005-01-25 06:47:58
7,1270,5.0,2005-01-25 06:48:01
7,1517,3.5,2005-01-25 06:44:49
7,1584,5.0,2005-01-25 06:43:43
7,1610,4.0,2005-01-25 06:43:49
7,1617,3.0,2005-01-30 23:17:40
7,1682,3.0,2005-01-25 06:47:33
7,1784,0.5,2005-01-25 06:43:36
7,1917,4.0,2005-01-25 06:44:44
7,1923,1.5,2005-01-25 06:44:04
7,1954,4.5,2005-01-25 06:47:37
7,2324,2.0,2005-01-26 04:09:19
7,2353,3.5,2005-01-25 06:47:05
7,2529,5.0,2005-01-25 06:47:20
7,2628,1.5,2005-01-26 04:09:13
7,2640,3.0,2005-01-25 06:45:40
7,2671,4.5,2005-04-15 05:25:32
7,2683,2.0,2005-01-25 06:43:40
7,2701,1.5,2005-01-26 04:17:56
7,2762,4.5,2005-01-25 06:47:28
7,2858,4.0,2005-01-26 04:09:06
7,3114,4.5,2005-01-25 06:45:00
7,3408,4.5,2005-01-26 04:09:09
7,3578,1.5,2005-01-25 07:02:14
7,3623,1.0,2005-01-26 04:09:01
7,3793,3.5,2005-01-25 06:47:10
7,3977,2.5,2005-01-25 06:47:15
7,3994,3.0,2006-10-25 01:05:01
7,4018,4.0,2005-01-26 04:15:13
7,4246,2.0,2005-03-15 02:54:13
7,4306,4.0,2005-01-25 06:45:24
7,4370,4.5,2005-01-26 04:14:29
7,4886,4.0,2005-01-25 07:02:11
7,4896,4.0,2005-01-25 07:05:18
7,4963,4.0,2005-01-25 07:05:02
7,4993,4.5,2005-01-25 07:03:09
7,4995,4.5,2005-01-25 07:03:30
7,5218,3.5,2005-01-26 04:14:26
7,5349,3.5,2005-01-25 07:03:26
7,5378,0.5,2005-01-25 06:48:55
7,5445,4.0,2005-01-25 07:05:07
7,5459,3.0,2005-01-26 04:13:40
7,5502,1.5,2005-01-25 06:49:05
7,5618,5.0,2005-01-26 04:26:26
7,5816,4.5,2005-01-25 06:48:25
7,5952,4.5,2005-01-25 07:02:07
7,5989,4.0,2005-01-25 07:03:20
7,6333,4.0,2005-01-25 07:01:56
7,6365,4.0,2005-01-26 04:13:51
7,6539,4.5,2005-01-25 07:03:04
7,6863,4.5,2005-01-26 04:13:47
7,6934,2.0,2005-01-26 04:13:32
7,7143,4.5,2005-01-25 07:02:59
7,7153,4.0,2005-01-25 07:02:00
7,8360,3.5,2005-01-25 07:06:22
7,8368,2.5,2005-01-25 07:03:12
7,8636,4.5,2005-01-25 07:01:51
7,8665,3.5,2005-02-17 01:12:35
7,8961,4.0,2005-01-25 06:54:24
7,32587,3.5,2005-10-05 04:27:59
7,33493,1.0,2005-07-11 00:17:59
7,33794,2.0,2005-07-11 00:16:42
7,34048,3.0,2005-07-11 00:16:55
7,45499,4.0,2006-09-11 04:40:36
7,48516,1.0,2007-01-25 01:08:38
7,49272,4.5,2006-12-11 22:32:47
8,2,4.0,1996-08-08 00:23:26
8,10,2.0,1996-08-08 00:18:29
8,11,4.0,1996-08-08 00:23:26
8,21,4.0,1996-08-08 00:19:24
8,32,3.0,1996-08-08 00:20:24
8,34,5.0,1996-08-08 00:19:06
8,39,3.0,1996-08-08 00:20:44
8,47,4.0,1996-08-08 00:19:06
8,50,5.0,1996-08-08 00:20:44
8,110,3.0,1996-08-08 00:18:47
8,141,3.0,1996-08-08 00:27:56
8,150,4.0,1996-08-08 00:17:02
8,153,2.0,1996-08-08 00:17:31
8,185,5.0,1996-08-08 00:18:29
8,208,3.0,1996-08-08 00:18:29
8,231,4.0,1996-08-08 00:17:50
8,235,3.0,1996-08-08 00:27:56
8,253,5.0,1996-08-08 00:18:29
8,292,3.0,1996-08-08 00:18:09
8,296,4.0,1996-08-08 00:17:02
8,317,3.0,1996-08-08 00:20:44
8,318,5.0,1996-08-08 00:18:09
8,339,3.0,1996-08-08 00:18:29
8,356,3.0,1996-08-08 00:18:47
8,357,5.0,1996-08-08 00:22:47
8,364,5.0,1996-08-08 00:19:06
8,367,3.0,1996-08-08 00:19:24
8,377,4.0,1996-08-08 00:20:44
8,380,5.0,1996-08-08 00:17:02
8,432,1.0,1996-08-08 00:21:42
8,440,3.0,1996-08-08 00:22:08
8,454,4.0,1996-08-08 00:19:06
8,457,3.0,1996-08-08 00:18:09
8,480,4.0,1996-08-08 00:18:47
8,500,2.0,1996-08-08 00:20:24
8,527,5.0,1996-08-08 00:22:08
8,539,3.0,1996-08-08 00:22:08
8,586,3.0,1996-08-08 00:21:42
8,587,3.0,1996-08-08 00:21:42
8,590,5.0,1996-08-08 00:17:02
8,592,3.0,1996-08-08 00:17:02
8,593,4.0,1996-08-08 00:17:50
8,597,3.0,1996-08-08 00:22:08
9,223,4.0,2003-02-07 22:24:10
9,923,5.0,2003-02-07 22:30:26
9,1198,5.0,2003-02-07 22:25:16
9,1270,5.0,2003-02-07 22:31:28
9,2011,3.0,2003-02-07 22:33:20
9,2012,4.0,2003-02-07 22:33:57
9,4993,5.0,2003-02-07 22:30:51
9,5218,4.0,2003-02-07 22:26:51
9,5378,3.0,2003-02-07 22:26:51
9,5445,4.0,2003-02-07 22:26:32
9,5481,5.0,2003-02-07 22:27:16
9,5952,5.0,2003-02-07 22:28:28
9,5956,4.0,2003-02-07 22:29:22
10,296,1.0,2016-02-12 18:56:27
10,356,3.5,2016-02-12 18:28:05
10,588,4.0,2016-02-12 19:42:53
10,597,3.5,2016-02-13 10:00:45
10,912,4.0,2016-02-12 18:37:34
10,1028,0.5,2016-02-12 19:42:32
10,1247,3.0,2016-02-12 18:58:38
10,1307,3.0,2016-02-13 10:00:13
10,1784,3.5,2016-02-12 18:28:19
10,2571,0.5,2016-02-13 09:39:38
10,2671,3.5,2016-02-13 09:58:37
10,2762,0.5,2016-02-13 09:39:48
10,2858,1.0,2016-02-13 09:42:58
10,2959,0.5,2016-02-13 09:43:02
10,3578,4.0,2016-02-13 09:43:11
10,4246,3.5,2016-02-12 18:44:36
10,4306,4.5,2016-02-13 09:43:15
10,4447,4.5,2016-02-13 21:18:41
10,4993,4.0,2016-02-13 09:39:45
10,4995,4.0,2016-02-12 18:29:58
10,5952,4.0,2016-02-13 09:43:08
10,6377,3.5,2016-02-12 19:41:41
10,6942,4.0,2016-02-12 18:27:01
10,7153,4.0,2016-02-13 09:39:07
10,8636,3.5,2016-02-13 09:45:13
10,8665,3.5,2016-02-13 09:38:47
10,8961,2.5,2016-02-12 18:40:01
10,33679,3.0,2016-02-13 10:00:26
10,33794,5.0,2016-02-12 18:33:51
10,49272,5.0,2016-02-12 18:36:02
10,51662,3.0,2016-02-13 09:39:17
10,54286,3.5,2016-02-13 09:38:40
10,56367,3.5,2016-02-12 18:30:25
10,58559,4.5,2016-02-12 18:35:13
10,68954,4.0,2016-02-12 19:09:18
10,69844,3.0,2016-02-13 21:33:20
10,72998,2.5,2016-02-13 09:39:11
10,73017,3.0,2016-02-13 09:44:51
10,81845,5.0,2016-02-12 18:43:11
10,91529,5.0,2016-02-12 18:35:20
10,96079,5.0,2016-02-12 18:36:12
10,106782,1.0,2016-02-13 21:14:49
10,109374,0.5,2016-02-12 18:38:35
10,109487,0.5,2016-02-13 21:14:52
11,6,5.0,1998-08-03 14:24:26
11,10,3.0,1998-08-03 14:25:16
11,36,4.0,1998-08-03 14:38:55
11,95,3.0,1998-08-03 14:27:38
11,110,5.0,1998-08-03 14:24:26
11,150,5.0,1998-08-03 14:24:26
11,153,3.0,1998-08-03 14:29:53
11,165,3.0,1998-08-03 14:29:27
11,208,3.0,1998-08-03 14:31:46
11,292,4.0,1998-08-03 14:26:23
11,318,4.0,1998-08-03 14:37:50
11,349,5.0,1998-08-03 14:25:42
11,356,5.0,1998-07-23 13:24:23
11,368,3.0,1998-08-30 20:56:07
11,377,3.0,1998-08-03 14:27:11
11,380,4.0,1998-08-03 14:27:11
11,434,3.0,1998-08-03 14:31:25
11,457,5.0,1998-08-03 14:25:16
11,466,3.0,1998-08-03 14:33:25
11,474,4.0,1998-08-03 14:27:11
11,480,4.0,1998-08-03 14:26:23
11,589,4.0,1998-08-03 14:24:26
11,593,5.0,1998-08-03 14:38:22
11,648,4.0,1998-08-03 14:28:34
11,733,4.0,1998-08-03 14:27:11
11,736,4.0,1998-08-03 14:29:02
11,780,4.0,1998-08-03 14:28:07
11,1101,5.0,1998-07-23 13:23:53
11,1210,4.0,1998-08-03 14:24:26
11,1370,3.0,1998-08-03 14:26:23
11,1391,1.0,1998-08-03 14:31:25
11,1552,4.0,1998-08-03 14:27:38
11,1573,3.0,1998-08-03 14:29:02
11,1584,5.0,1998-08-03 14:38:56
11,1608,4.0,1998-08-03 14:25:16
11,1704,4.0,1998-08-03 14:38:22
11,1721,5.0,1998-08-03 14:36:29
11,1784,5.0,1998-08-03 14:37:23
11,1917,4.0,1998-07-23 13:20:37
11,1923,4.0,1998-08-30 20:53:48
11,2028,5.0,1998-08-03 14:19:11
12,39,4.0,2009-07-10 22:21:11
12,168,5.0,2009-07-10 22:20:11
12,357,3.5,2009-07-10 22:15:06
12,1265,3.5,2009-07-10 22:15:18
12,1721,5.0,2009-07-10 22:21:03
12,2100,3.5,2009-07-10 22:02:17
12,2572,5.0,2009-07-10 22:08:09
12,4018,4.5,2009-07-10 22:20:20
12,6942,5.0,2009-07-10 22:15:38
13,47,5.0,2001-04-21 23:30:19
13,597,3.0,2001-04-16 21:36:08
13,1198,5.0,2001-04-16 21:34:08
13,1639,4.0,2001-04-16 21:33:38
13,1721,4.0,2001-04-16 21:33:38
13,2174,3.0,2001-04-16 21:33:38
13,2571,5.0,2001-04-16 21:36:47
13,3578,5.0,2001-04-21 23:31:42
13,3717,3.0,2001-04-21 23:32:32
13,3753,4.0,2001-04-21 23:31:42
13,3793,4.0,2001-04-21 23:31:42
13,3897,4.0,2001-04-21 23:26:22
13,3977,3.0,2001-04-21 23:32:32
13,3996,5.0,2001-04-21 23:31:42
13,4011,5.0,2001-04-21 23:27:31
14,7,3.0,1996-06-22 11:13:09
14,19,1.0,1996-06-22 10:59:28
14,25,4.0,1996-06-22 11:03:14
14,32,4.0,1996-06-22 10:59:28
14,39,3.0,1996-06-22 10:59:46
14,47,5.0,1996-06-22 10:58:53
14,95,5.0,1996-06-22 11:01:35
14,110,5.0,1996-06-22 10:58:27
14,150,4.0,1996-06-22 10:56:17
14,153,2.0,1996-06-22 10:56:52
14,231,3.0,1996-06-22 10:57:22
14,266,5.0,1996-06-22 10:59:28
14,288,4.0,1996-06-22 10:58:27
14,296,3.0,1996-06-22 10:56:18
14,318,3.0,1996-06-22 10:57:22
14,337,5.0,1996-06-22 11:00:39
14,339,4.0,1996-06-22 10:57:46
14,344,2.0,1996-06-22 10:56:52
14,356,4.0,1996-06-22 11:00:39
14,367,1.0,1996-06-22 11:00:10
14,377,3.0,1996-06-22 11:02:08
14,434,4.0,1996-06-22 10:57:46
14,480,3.0,1996-06-22 11:01:02
14,508,3.0,1996-06-22 11:05:58
14,509,5.0,1996-06-22 11:02:27
14,527,3.0,1996-06-22 11:02:51
14,539,4.0,1996-06-22 11:03:35
14,552,3.0,1996-06-22 11:05:58
14,553,4.0,1996-06-22 11:00:39
14,586,3.0,1996-06-22 11:04:11
14,590,4.0,1996-06-22 10:56:17
14,592,2.0,1996-06-22 10:56:16
14,593,4.0,1996-06-22 10:58:06
14,597,3.0,1996-06-22 11:03:51
14,784,1.0,1996-06-22 11:20:47
15,1,2.5,2017-11-13 12:59:30
15,47,3.5,2017-11-13 11:19:30
15,158,1.0,2011-03-06 15:20:40
15,172,1.0,2011-03-06 15:19:22
15,260,5.0,2017-11-13 11:19:06
15,293,3.0,2017-11-13 11:19:22
15,296,4.0,2017-11-13 11:17:57
15,318,5.0,2017-11-13 11:17:46
15,356,5.0,2017-11-13 11:17:53
